event_id,session_id,timestamp,page_url,event_type,plan_id
E28_1,SID00028,2025-03-22 02:14:25,/page/5,zip_submit,NULL
E28_2,SID00028,2025-03-22 02:11:22,/page/1,plan_view,NULL
E28_3,SID00028,2025-03-22 02:09:52,/page/4,form_submit,NULL
E28_4,SID00028,2025-03-22 02:07:03,/page/1,zip_submit,NULL
E28_5,SID00028,2025-03-22 02:09:36,/page/3,plan_view,NULL
E29_0,SID00029,2025-03-08 11:28:51,/page/2,form_submit,NULL
E29_1,SID00029,2025-03-08 11:29:36,/page/3,plan_view,NULL
E29_2,SID00029,2025-03-08 11:30:50,/page/1,plan_click,PLAN4
E30_0,SID00030,2025-03-12 03:42:15,/page/4,form_submit,NULL
E30_1,SID00030,2025-03-12 03:49:28,/page/2,plan_click,PLAN6
E30_2,SID00030,2025-03-12 03:44:20,/page/4,zip_submit,NULL
E31_0,SID00031,2025-03-06 13:01:26,/page/2,zip_submit,NULL
E31_1,SID00031,2025-03-06 13:00:53,/page/5,plan_click,PLAN2
E32_0,SID00032,2025-03-27 15:08:09,/page/1,plan_view,NULL
E32_1,SID00032,2025-03-27 15:08:53,/page/1,plan_view,NULL
E32_2,SID00032,2025-03-27 15:09:33,/page/1,zip_submit,NULL
E32_3,SID00032,2025-03-27 15:09:57,/page/1,plan_click,PLAN2
E32_4,SID00032,2025-03-27 15:07:27,/page/5,plan_click,PLAN6
E33_0,SID00033,2025-03-17 21:12:32,/page/5,form_submit,NULL
E33_1,SID00033,2025-03-17 21:12:07,/page/4,plan_click,PLAN1
E33_2,SID00033,2025-03-17 21:10:09,/page/1,plan_click,PLAN2
E34_0,SID00034,2025-03-27 16:21:30,/page/1,plan_click,PLAN2
E34_1,SID00034,2025-03-27 16:20:08,/page/2,plan_view,NULL
E34_2,SID00034,2025-03-27 16:22:27,/page/3,plan_view,NULL
E34_3,SID00034,2025-03-27 16:16:06,/page/4,form_submit,NULL
E34_4,SID00034,2025-03-27 16:16:24,/page/2,plan_view,NULL
E35_0,SID00035,2025-03-24 17:28:06,/page/5,plan_view,NULL
E35_1,SID00035,2025-03-24 17:27:30,/page/5,zip_submit,NULL
E35_2,SID00035,2025-03-24 17:22:00,/page/4,zip_submit,NULL
E36_0,SID00036,2025-03-01 21:58:00,/page/3,plan_view,NULL
E36_1,SID00036,2025-03-01 21:56:29,/page/3,zip_submit,NULL
E37_0,SID00037,2025-03-14 08:28:07,/page/1,zip_submit,NULL
E37_1,SID00037,2025-03-14 08:33:57,/page/1,plan_view,NULL
E37_2,SID00037,2025-03-14 08:34:18,/page/5,zip_submit,NULL
E37_3,SID00037,2025-03-14 08:28:33,/page/3,plan_click,PLAN1
E37_4,SID00037,2025-03-14 08:31:14,/page/2,plan_view,NULL
E38_0,SID00038,2025-03-11 21:19:37,/page/1,zip_submit,NULL
E39_0,SID00039,2025-03-17 03:46:39,/page/3,zip_submit,NULL
E40_0,SID00040,2025-03-30 05:02:57,/page/2,plan_click,PLAN1
E40_1,SID00040,2025-03-30 05:02:11,/page/1,plan_click,PLAN1
E40_2,SID00040,2025-03-30 05:02:36,/page/4,zip_submit,NULL
E41_0,SID00041,2025-03-28 10:42:16,/page/5,plan_view,NULL
E41_1,SID00041,2025-03-28 10:42:00,/page/5,zip_submit,NULL
E41_2,SID00041,2025-03-28 10:39:51,/page/3,form_submit,NULL
E41_3,SID00041,2025-03-28 10:36:55,/page/4,form_submit,NULL
E41_4,SID00041,2025-03-28 10:35:30,/page/4,plan_view,NULL
E41_5,SID00041,2025-03-28 10:41:53,/page/3,plan_view,NULL
E41_6,SID00041,2025-03-28 10:39:02,/page/5,plan_click,PLAN4
E41_7,SID00041,2025-03-28 10:35:18,/page/3,plan_click,PLAN1
E41_8,SID00041,2025-03-28 10:43:00,/page/1,plan_view,NULL
E42_0,SID00042,2025-03-24 15:36:49,/page/4,zip_submit,NULL
E42_1,SID00042,2025-03-24 15:39:14,/page/1,plan_view,NULL
E43_0,SID00043,2025-03-20 10:16:53,/page/3,plan_view,NULL
E43_1,SID00043,2025-03-20 10:20:48,/page/1,plan_click,PLAN1
E43_2,SID00043,2025-03-20 10:17:27,/page/5,zip_submit,NULL
E43_3,SID00043,2025-03-20 10:24:34,/page/4,plan_view,NULL
E45_0,SID00045,2025-03-08 11:19:08,/page/5,zip_submit,NULL
E45_1,SID00045,2025-03-08 11:20:42,/page/1,plan_view,NULL
E46_0,SID00046,2025-03-04 07:22:31,/page/5,plan_view,NULL
E46_1,SID00046,2025-03-04 07:18:03,/page/3,plan_click,PLAN1
E48_0,SID00048,2025-03-30 02:56:16,/page/5,plan_view,NULL
E48_1,SID00048,2025-03-30 02:50:43,/page/1,plan_click,PLAN6
E48_2,SID00048,2025-03-30 02:55:50,/page/1,plan_view,NULL
E49_0,SID00049,2025-03-21 01:57:46,/page/1,zip_submit,NULL
E50_0,SID00050,2025-03-21 00:37:02,/page/2,plan_view,NULL
E51_0,SID00051,2025-03-24 00:34:11,/page/2,plan_view,NULL
E51_1,SID00051,2025-03-24 00:40:59,/page/4,plan_click,PLAN5
E51_2,SID00051,2025-03-24 00:42:27,/page/5,plan_view,NULL
E52_0,SID00052,2025-03-17 12:50:25,/page/3,plan_click,PLAN6
E52_1,SID00052,2025-03-17 12:54:04,/page/3,zip_submit,NULL
E52_2,SID00052,2025-03-17 12:54:19,/page/4,plan_view,NULL
E53_0,SID00053,2025-03-08 01:36:59,/page/5,zip_submit,NULL
E53_1,SID00053,2025-03-08 01:32:06,/page/3,zip_submit,NULL
E54_0,SID00054,2025-03-21 08:30:52,/page/3,zip_submit,NULL
E54_1,SID00054,2025-03-21 08:31:21,/page/5,zip_submit,NULL
E54_2,SID00054,2025-03-21 08:36:20,/page/3,plan_click,PLAN5
E54_3,SID00054,2025-03-21 08:34:03,/page/5,plan_view,NULL
E56_0,SID00056,2025-03-05 20:41:19,/page/3,plan_view,NULL
E56_1,SID00056,2025-03-05 20:40:09,/page/5,plan_click,PLAN4
E56_2,SID00056,2025-03-05 20:41:10,/page/3,plan_click,PLAN4
E57_0,SID00057,2025-03-22 18:22:55,/page/4,form_submit,NULL
E57_1,SID00057,2025-03-22 18:19:50,/page/5,plan_view,NULL
E57_2,SID00057,2025-03-22 18:19:04,/page/3,plan_view,NULL
E57_3,SID00057,2025-03-22 18:27:10,/page/4,plan_view,NULL
E57_4,SID00057,2025-03-22 18:23:14,/page/2,zip_submit,NULL
E58_0,SID00058,2025-03-03 15:55:57,/page/1,zip_submit,NULL
E58_1,SID00058,2025-03-03 15:54:11,/page/5,plan_view,NULL
E58_2,SID00058,2025-03-03 15:53:08,/page/1,form_submit,NULL
E59_0,SID00059,2025-03-04 15:36:37,/page/3,zip_submit,NULL
E59_1,SID00059,2025-03-04 15:33:30,/page/2,zip_submit,NULL
E59_2,SID00059,2025-03-04 15:36:15,/page/4,zip_submit,NULL
E60_0,SID00060,2025-03-13 17:56:28,/page/2,plan_click,PLAN2
E60_1,SID00060,2025-03-13 17:55:32,/page/2,plan_view,NULL
E60_2,SID00060,2025-03-13 17:54:31,/page/3,plan_view,NULL
E60_3,SID00060,2025-03-13 17:54:55,/page/5,zip_submit,NULL
E61_0,SID00061,2025-03-13 20:14:16,/page/5,plan_view,NULL
E61_1,SID00061,2025-03-13 20:05:42,/page/3,zip_submit,NULL
E61_2,SID00061,2025-03-13 20:07:18,/page/5,plan_view,NULL
E61_3,SID00061,2025-03-13 20:11:29,/page/2,zip_submit,NULL
E61_4,SID00061,2025-03-13 20:07:50,/page/2,plan_click,PLAN6
E61_5,SID00061,2025-03-13 20:07:53,/page/4,plan_view,NULL
E62_0,SID00062,2025-03-30 12:18:05,/page/4,plan_click,PLAN5
E62_1,SID00062,2025-03-30 12:23:34,/page/2,plan_view,NULL
E62_2,SID00062,2025-03-30 12:24:55,/page/5,plan_view,NULL
E62_3,SID00062,2025-03-30 12:22:12,/page/4,zip_submit,NULL
E62_4,SID00062,2025-03-30 12:21:20,/page/5,plan_view,NULL
E62_5,SID00062,2025-03-30 12:21:25,/page/3,plan_view,NULL
E62_6,SID00062,2025-03-30 12:25:21,/page/2,plan_view,NULL
E63_0,SID00063,2025-03-27 15:22:46,/page/5,plan_click,PLAN4
E63_1,SID00063,2025-03-27 15:24:01,/page/4,plan_click,PLAN4
E63_2,SID00063,2025-03-27 15:21:18,/page/4,plan_click,PLAN6
E64_0,SID00064,2025-03-05 11:41:38,/page/5,zip_submit,NULL
E64_1,SID00064,2025-03-05 11:40:12,/page/2,plan_view,NULL
E64_2,SID00064,2025-03-05 11:36:28,/page/5,zip_submit,NULL
E64_3,SID00064,2025-03-05 11:35:25,/page/3,plan_view,NULL
E65_0,SID00065,2025-03-11 11:07:11,/page/4,zip_submit,NULL
E66_0,SID00066,2025-03-02 16:44:43,/page/5,plan_click,PLAN2
E66_1,SID00066,2025-03-02 16:40:08,/page/5,plan_view,NULL
E67_0,SID00067,2025-03-05 07:09:29,/page/3,plan_view,NULL
E67_1,SID00067,2025-03-05 07:08:47,/page/2,zip_submit,NULL
E67_2,SID00067,2025-03-05 07:12:01,/page/4,plan_view,NULL
E67_3,SID00067,2025-03-05 07:16:07,/page/2,form_submit,NULL
E67_4,SID00067,2025-03-05 07:14:49,/page/1,plan_view,NULL
E68_0,SID00068,2025-03-13 15:05:28,/page/4,form_submit,NULL
E68_1,SID00068,2025-03-13 15:07:38,/page/1,zip_submit,NULL
E68_2,SID00068,2025-03-13 15:08:45,/page/1,plan_view,NULL
E69_0,SID00069,2025-03-27 04:17:37,/page/5,plan_click,PLAN1
E69_1,SID00069,2025-03-27 04:17:14,/page/2,plan_view,NULL
E69_2,SID00069,2025-03-27 04:17:27,/page/1,zip_submit,NULL
E69_3,SID00069,2025-03-27 04:17:15,/page/2,plan_view,NULL
E71_0,SID00071,2025-03-10 11:44:30,/page/3,plan_view,NULL
E72_0,SID00072,2025-03-23 03:58:38,/page/3,plan_click,PLAN3
E72_1,SID00072,2025-03-23 03:59:26,/page/2,plan_click,PLAN2
E73_0,SID00073,2025-03-03 07:00:46,/page/3,plan_view,NULL
E73_1,SID00073,2025-03-03 07:08:10,/page/2,zip_submit,NULL
E73_2,SID00073,2025-03-03 07:08:07,/page/4,plan_view,NULL
E74_0,SID00074,2025-03-14 02:35:33,/page/1,plan_click,PLAN3
E75_0,SID00075,2025-03-28 08:27:23,/page/3,zip_submit,NULL
E75_1,SID00075,2025-03-28 08:30:44,/page/2,plan_view,NULL
E75_2,SID00075,2025-03-28 08:36:25,/page/5,plan_view,NULL
E76_0,SID00076,2025-03-05 07:18:32,/page/4,zip_submit,NULL
E76_1,SID00076,2025-03-05 07:11:25,/page/3,plan_view,NULL
E77_0,SID00077,2025-03-05 08:29:18,/page/3,zip_submit,NULL
E78_0,SID00078,2025-03-20 07:41:16,/page/1,plan_click,PLAN2
E78_1,SID00078,2025-03-20 07:43:16,/page/4,plan_click,PLAN2
E78_2,SID00078,2025-03-20 07:47:00,/page/1,form_submit,NULL
E78_3,SID00078,2025-03-20 07:41:05,/page/4,zip_submit,NULL
E79_0,SID00079,2025-03-04 01:46:52,/page/1,zip_submit,NULL
E80_0,SID00080,2025-03-18 18:58:54,/page/5,plan_view,NULL
E80_1,SID00080,2025-03-18 18:54:14,/page/2,plan_view,NULL
E81_0,SID00081,2025-03-07 16:13:07,/page/4,plan_click,PLAN1
E81_1,SID00081,2025-03-07 16:08:10,/page/5,zip_submit,NULL
E81_2,SID00081,2025-03-07 16:14:10,/page/2,form_submit,NULL
E81_3,SID00081,2025-03-07 16:17:53,/page/4,plan_click,PLAN4
E82_0,SID00082,2025-03-02 13:27:32,/page/1,plan_click,PLAN5
E82_1,SID00082,2025-03-02 13:33:17,/page/3,plan_click,PLAN2
E82_2,SID00082,2025-03-02 13:25:30,/page/5,plan_view,NULL
E83_0,SID00083,2025-03-20 14:34:26,/page/5,zip_submit,NULL
E83_1,SID00083,2025-03-20 14:33:48,/page/5,zip_submit,NULL
E83_2,SID00083,2025-03-20 14:25:29,/page/4,zip_submit,NULL
E84_0,SID00084,2025-03-12 08:08:48,/page/1,plan_view,NULL
E84_1,SID00084,2025-03-12 08:07:23,/page/3,plan_view,NULL
E84_2,SID00084,2025-03-12 08:05:06,/page/1,plan_view,NULL
E84_3,SID00084,2025-03-12 08:06:52,/page/1,plan_click,PLAN1
E85_0,SID00085,2025-03-23 23:12:43,/page/2,plan_view,NULL
E85_1,SID00085,2025-03-23 23:08:36,/page/5,plan_view,NULL
E85_2,SID00085,2025-03-23 23:12:30,/page/2,zip_submit,NULL
E86_0,SID00086,2025-03-02 05:38:13,/page/3,plan_view,NULL
E86_1,SID00086,2025-03-02 05:46:47,/page/3,plan_view,NULL
E86_2,SID00086,2025-03-02 05:40:27,/page/4,plan_click,PLAN3
E86_3,SID00086,2025-03-02 05:45:38,/page/2,zip_submit,NULL
E86_4,SID00086,2025-03-02 05:39:46,/page/1,zip_submit,NULL
E87_0,SID00087,2025-03-14 07:41:04,/page/1,zip_submit,NULL
E87_1,SID00087,2025-03-14 07:38:16,/page/2,plan_view,NULL
E87_2,SID00087,2025-03-14 07:34:00,/page/2,zip_submit,NULL
E88_0,SID00088,2025-03-26 04:58:16,/page/3,plan_view,NULL
E88_1,SID00088,2025-03-26 05:02:51,/page/5,zip_submit,NULL
E89_0,SID00089,2025-03-22 23:32:34,/page/5,plan_click,PLAN6
E89_1,SID00089,2025-03-22 23:33:51,/page/3,plan_view,NULL
E90_0,SID00090,2025-03-19 22:31:36,/page/2,plan_view,NULL
E90_1,SID00090,2025-03-19 22:35:51,/page/3,plan_click,PLAN6
E90_2,SID00090,2025-03-19 22:31:47,/page/3,zip_submit,NULL
E90_3,SID00090,2025-03-19 22:35:38,/page/1,plan_click,PLAN4
E91_0,SID00091,2025-03-18 01:34:48,/page/4,plan_view,NULL
E91_1,SID00091,2025-03-18 01:35:21,/page/4,plan_view,NULL
E91_2,SID00091,2025-03-18 01:35:07,/page/3,plan_click,PLAN6
E92_0,SID00092,2025-03-29 17:49:43,/page/4,plan_click,PLAN2
E92_1,SID00092,2025-03-29 17:55:01,/page/3,plan_view,NULL
E92_2,SID00092,2025-03-29 17:55:23,/page/3,plan_click,PLAN3
E92_3,SID00092,2025-03-29 17:47:56,/page/4,plan_view,NULL
E93_0,SID00093,2025-03-07 13:56:12,/page/4,zip_submit,NULL
E94_0,SID00094,2025-03-11 00:12:21,/page/5,zip_submit,NULL
E95_0,SID00095,2025-03-03 15:11:27,/page/3,zip_submit,NULL
E95_1,SID00095,2025-03-03 15:08:12,/page/1,zip_submit,NULL
E95_2,SID00095,2025-03-03 15:12:02,/page/3,zip_submit,NULL
E95_3,SID00095,2025-03-03 15:11:40,/page/4,plan_view,NULL
E95_4,SID00095,2025-03-03 15:13:43,/page/2,zip_submit,NULL
E96_0,SID00096,2025-03-11 08:06:01,/page/3,zip_submit,NULL
E96_1,SID00096,2025-03-11 08:06:04,/page/1,plan_view,NULL
E97_0,SID00097,2025-03-23 04:30:04,/page/5,plan_view,NULL
E97_1,SID00097,2025-03-23 04:31:28,/page/3,plan_view,NULL
E97_2,SID00097,2025-03-23 04:25:01,/page/1,zip_submit,NULL
E97_3,SID00097,2025-03-23 04:30:58,/page/3,plan_view,NULL
E98_0,SID00098,2025-03-25 11:43:13,/page/2,zip_submit,NULL
E99_0,SID00099,2025-03-10 07:52:12,/page/2,plan_click,PLAN2
E99_1,SID00099,2025-03-10 07:59:09,/page/1,plan_view,NULL
E99_2,SID00099,2025-03-10 07:53:50,/page/1,zip_submit,NULL
E100_0,SID00100,2025-03-13 06:05:45,/page/3,plan_click,PLAN6
E100_1,SID00100,2025-03-13 06:07:54,/page/4,zip_submit,NULL
E101_0,SID00101,2025-03-11 03:48:13,/page/1,plan_click,PLAN5
E101_1,SID00101,2025-03-11 03:41:10,/page/4,plan_view,NULL
E101_2,SID00101,2025-03-11 03:44:52,/page/3,zip_submit,NULL
E101_3,SID00101,2025-03-11 03:46:07,/page/1,form_submit,NULL
E102_0,SID00102,2025-03-06 12:28:22,/page/2,zip_submit,NULL
E102_1,SID00102,2025-03-06 12:27:37,/page/3,form_submit,NULL
E103_0,SID00103,2025-03-04 00:02:00,/page/3,zip_submit,NULL
E103_1,SID00103,2025-03-03 23:59:58,/page/2,zip_submit,NULL
E103_2,SID00103,2025-03-03 23:57:09,/page/1,zip_submit,NULL
E103_3,SID00103,2025-03-03 23:58:23,/page/4,zip_submit,NULL
E103_4,SID00103,2025-03-04 00:04:03,/page/4,plan_click,PLAN6
E103_5,SID00103,2025-03-04 00:04:48,/page/1,plan_view,NULL
E103_6,SID00103,2025-03-03 23:59:41,/page/3,plan_click,PLAN5
E103_7,SID00103,2025-03-04 00:02:49,/page/2,zip_submit,NULL
E104_0,SID00104,2025-03-01 18:41:21,/page/4,plan_view,NULL
E104_1,SID00104,2025-03-01 18:39:53,/page/1,plan_view,NULL
E104_2,SID00104,2025-03-01 18:38:47,/page/1,plan_view,NULL
E104_3,SID00104,2025-03-01 18:44:11,/page/2,plan_view,NULL
E104_4,SID00104,2025-03-01 18:44:04,/page/1,plan_view,NULL
E104_5,SID00104,2025-03-01 18:41:56,/page/3,zip_submit,NULL
E104_6,SID00104,2025-03-01 18:37:35,/page/5,plan_click,PLAN6
E104_7,SID00104,2025-03-01 18:45:44,/page/3,plan_click,PLAN4
E105_0,SID00105,2025-03-22 08:12:39,/page/2,zip_submit,NULL
E106_0,SID00106,2025-03-06 12:14:45,/page/3,zip_submit,NULL
E106_1,SID00106,2025-03-06 12:20:27,/page/2,plan_view,NULL
E106_2,SID00106,2025-03-06 12:13:51,/page/2,zip_submit,NULL
E106_3,SID00106,2025-03-06 12:14:09,/page/2,zip_submit,NULL
E106_4,SID00106,2025-03-06 12:20:12,/page/1,plan_click,PLAN3
E107_0,SID00107,2025-03-12 19:08:30,/page/5,plan_view,NULL
E107_1,SID00107,2025-03-12 19:12:07,/page/3,plan_view,NULL
E107_2,SID00107,2025-03-12 19:10:19,/page/5,zip_submit,NULL
E108_0,SID00108,2025-03-11 15:53:16,/page/5,form_submit,NULL
E108_1,SID00108,2025-03-11 15:52:32,/page/1,zip_submit,NULL
E108_2,SID00108,2025-03-11 15:56:20,/page/4,plan_click,PLAN5
E108_3,SID00108,2025-03-11 15:59:14,/page/5,form_submit,NULL
E108_4,SID00108,2025-03-11 15:58:04,/page/4,plan_click,PLAN1
E109_0,SID00109,2025-03-28 00:00:17,/page/1,form_submit,NULL
E110_0,SID00110,2025-03-18 19:40:17,/page/3,zip_submit,NULL
E110_1,SID00110,2025-03-18 19:39:24,/page/4,zip_submit,NULL
E110_2,SID00110,2025-03-18 19:46:06,/page/5,zip_submit,NULL
E110_3,SID00110,2025-03-18 19:44:01,/page/2,zip_submit,NULL
E111_0,SID00111,2025-03-17 18:58:41,/page/5,plan_view,NULL
E111_1,SID00111,2025-03-17 18:52:23,/page/2,form_submit,NULL
E111_2,SID00111,2025-03-17 18:56:40,/page/5,zip_submit,NULL
E112_0,SID00112,2025-03-26 04:20:36,/page/1,plan_click,PLAN4
E112_1,SID00112,2025-03-26 04:28:30,/page/2,plan_click,PLAN2
E113_0,SID00113,2025-03-14 05:44:34,/page/2,zip_submit,NULL
E113_1,SID00113,2025-03-14 05:42:08,/page/3,plan_view,NULL
E113_2,SID00113,2025-03-14 05:43:13,/page/3,plan_view,NULL
E114_0,SID00114,2025-03-24 06:00:41,/page/3,plan_click,PLAN6
E114_1,SID00114,2025-03-24 05:53:10,/page/3,plan_view,NULL
E115_0,SID00115,2025-03-30 16:21:02,/page/5,plan_view,NULL
E115_1,SID00115,2025-03-30 16:22:22,/page/2,plan_click,PLAN3
E116_0,SID00116,2025-03-14 07:00:16,/page/5,zip_submit,NULL
E116_1,SID00116,2025-03-14 07:04:12,/page/1,plan_click,PLAN3
E116_2,SID00116,2025-03-14 07:03:40,/page/2,zip_submit,NULL
E116_3,SID00116,2025-03-14 06:57:43,/page/2,zip_submit,NULL
E117_0,SID00117,2025-03-27 01:41:51,/page/5,plan_view,NULL
E117_1,SID00117,2025-03-27 01:36:48,/page/1,zip_submit,NULL
E117_2,SID00117,2025-03-27 01:37:29,/page/1,form_submit,NULL
E118_0,SID00118,2025-03-30 16:24:20,/page/3,plan_click,PLAN6
E118_1,SID00118,2025-03-30 16:18:05,/page/5,plan_click,PLAN1
E118_2,SID00118,2025-03-30 16:21:36,/page/5,zip_submit,NULL
E118_3,SID00118,2025-03-30 16:15:01,/page/4,plan_click,PLAN5
E119_0,SID00119,2025-03-01 00:12:38,/page/3,plan_click,PLAN6
E119_1,SID00119,2025-03-01 00:08:29,/page/4,plan_view,NULL
E119_2,SID00119,2025-03-01 00:07:30,/page/4,zip_submit,NULL
E120_0,SID00120,2025-03-06 11:22:09,/page/4,zip_submit,NULL
E121_0,SID00121,2025-03-06 07:08:26,/page/1,plan_view,NULL
E121_1,SID00121,2025-03-06 07:09:53,/page/4,zip_submit,NULL
E121_2,SID00121,2025-03-06 07:14:17,/page/4,plan_view,NULL
E121_3,SID00121,2025-03-06 07:15:07,/page/2,zip_submit,NULL
E121_4,SID00121,2025-03-06 07:13:00,/page/5,zip_submit,NULL
E122_0,SID00122,2025-03-02 15:56:07,/page/3,zip_submit,NULL
